iShares S&P 500 Growth ETF
Inception Date,"22-may-2000"
Fund Holdings as of,"31-oct-2017"
Total Net Assets,"19,458,359,427.09"
,"131,350,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"GLW","CORNING INC","Equity","0.23","31.31","1,414,659.00","44,292,973.29","44,292,973.29","Tecnología de la Información","2224701","US2193501051","New York Stock Exchange Inc."
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Equity","0.23","107.08","413,598.00","44,288,073.84","44,288,073.84","Bienes Raíces","BTGQCX1","US22822V1017","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.22","1.00","43,742,840.00","43,742,839.91","43,742,839.91","Liquidez","-","US0669224778","-"
"CMI","CUMMINS INC","Equity","0.22","176.88","246,754.00","43,645,847.52","43,645,847.52","Industriales","2240202","US2310211063","New York Stock Exchange Inc."
"FISV","FISERV INC","Equity","0.22","129.43","329,645.00","42,665,952.35","42,665,952.35","Tecnología de la Información","2342034","US3377381088","NASDAQ"
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.21","119.66","349,809.00","41,858,144.94","41,858,144.94","Cuidado de la Salud","2036070","US0153511094","NASDAQ"
"APH","AMPHENOL CORP CLASS A","Equity","0.21","87.00","478,234.00","41,606,358.00","41,606,358.00","Tecnología de la Información","2145084","US0320951017","New York Stock Exchange Inc."
"ROK","ROCKWELL AUTOMATION INC","Equity","0.21","200.82","200,906.00","40,345,942.92","40,345,942.92","Industriales","2754060","US7739031091","New York Stock Exchange Inc."
"YUM","YUM BRANDS INC","Equity","0.21","74.45","539,953.00","40,199,500.85","40,199,500.85","Consumo discrecional","2098876","US9884981013","New York Stock Exchange Inc."
"PXD","PIONEER NATURAL RESOURCE","Equity","0.20","149.67","266,501.00","39,887,204.67","39,887,204.67","Energía","2690830","US7237871071","New York Stock Exchange Inc."
"AVB","AVALONBAY COMMUNITIES REIT INC","Equity","0.20","181.33","216,287.00","39,219,321.71","39,219,321.71","Bienes Raíces","2131179","US0534841012","New York Stock Exchange Inc."
"DFS","DISCOVER FINANCIAL SERVICES","Equity","0.20","66.53","582,714.00","38,767,962.42","38,767,962.42","Financieros","B1YLC43","US2547091080","New York Stock Exchange Inc."
"HCN","WELLTOWER INC","Equity","0.20","66.96","577,665.00","38,680,448.40","38,680,448.40","Bienes Raíces","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"ROST","ROSS STORES INC","Equity","0.20","63.49","609,168.00","38,676,076.32","38,676,076.32","Consumo discrecional","2746711","US7782961038","NASDAQ"
"D","DOMINION ENERGY INC","Equity","0.20","81.14","472,689.00","38,353,985.46","38,353,985.46","Servicios","2542049","US25746U1097","New York Stock Exchange Inc."
"DLR","DIGITAL REALTY TRUST REIT INC TRUS","Equity","0.19","118.44","320,253.00","37,930,765.32","37,930,765.32","Bienes Raíces","B03GQS4","US2538681030","New York Stock Exchange Inc."
"BCR","C R BARD INC","Equity","0.19","327.07","113,920.00","37,259,814.40","37,259,814.40","Cuidado de la Salud","2077905","US0673831097","New York Stock Exchange Inc."
"MCO","MOODYS CORP","Equity","0.19","142.41","260,569.00","37,107,631.29","37,107,631.29","Financieros","2252058","US6153691059","New York Stock Exchange Inc."
"PX","PRAXAIR INC","Equity","0.19","146.12","251,153.00","36,698,476.36","36,698,476.36","Materiales","2699291","US74005P1049","New York Stock Exchange Inc."
"SHW","SHERWIN WILLIAMS","Equity","0.18","395.15","89,226.00","35,257,653.90","35,257,653.90","Materiales","2804211","US8243481061","New York Stock Exchange Inc."
"IR","INGERSOLL RAND PLC","Equity","0.18","88.60","396,965.00","35,171,099.00","35,171,099.00","Industriales","B633030","IE00B6330302","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.18","94.80","366,140.00","34,710,072.00","34,710,072.00","Tecnología de la Información","2592174","US5950171042","NASDAQ"
"FTV","FORTIVE CORP","Equity","0.18","72.26","479,842.00","34,673,382.92","34,673,382.92","Industriales","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.17","91.25","372,541.00","33,994,366.25","33,994,366.25","Consumo discrecional","2272476","US2567461080","NASDAQ"
"EW","EDWARDS LIFESCIENCES CORP","Equity","0.17","102.23","330,481.00","33,785,072.63","33,785,072.63","Cuidado de la Salud","2567116","US28176E1082","New York Stock Exchange Inc."
"HAL","HALLIBURTON","Equity","0.17","42.74","788,338.00","33,693,566.12","33,693,566.12","Energía","2405302","US4062161017","New York Stock Exchange Inc."
"RHT","RED HAT INC","Equity","0.17","120.83","278,752.00","33,681,604.16","33,681,604.16","Tecnología de la Información","2447218","US7565771026","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.17","67.52","495,589.00","33,462,169.28","33,462,169.28","Cuidado de la Salud","2185284","US1567821046","NASDAQ"
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.17","64.57","515,326.00","33,274,599.82","33,274,599.82","Energía","2655408","US6745991058","New York Stock Exchange Inc."
"DG","DOLLAR GENERAL CORP","Equity","0.17","80.84","409,831.00","33,130,738.04","33,130,738.04","Consumo discrecional","B5B1S13","US2566771059","New York Stock Exchange Inc."
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.17","146.23","226,079.00","33,059,532.17","33,059,532.17","Cuidado de la Salud","2931034","US92532F1003","NASDAQ"
"SWKS","SKYWORKS SOLUTIONS INC","Equity","0.17","113.86","289,055.00","32,911,802.30","32,911,802.30","Tecnología de la Información","2961053","US83088M1027","NASDAQ"
"DE","DEERE","Equity","0.17","132.88","246,558.00","32,762,627.04","32,762,627.04","Industriales","2261203","US2441991054","New York Stock Exchange Inc."
"KMB","KIMBERLY CLARK CORP","Equity","0.17","112.51","289,019.00","32,517,527.69","32,517,527.69","Productos básicos de consumo","2491839","US4943681035","New York Stock Exchange Inc."
"ILMN","ILLUMINA INC","Equity","0.17","205.19","157,736.00","32,365,849.84","32,365,849.84","Cuidado de la Salud","2613990","US4523271090","NASDAQ"
"CBS","CBS CORP CLASS B","Equity","0.16","56.12","572,719.00","32,140,990.28","32,140,990.28","Consumo discrecional","B0SRLH6","US1248572026","New York Stock Exchange Inc."
